,game_name,platform,year_of_release,genre,na_sales,eu_sales,ru_sales,other_sales,critic_score,user_score,rating_type,total_sales,descryption
6439,inuyasha: the secret of the cursed mask,ps2,2004,role-playing,0.21,0.17,0.0,0.06,51.0,8.1,t,0.44,подросткам 13—19 лет
6440,wwe 2k16,x360,2015,sports,0.27,0.12,0.0,0.04,-1.0,5.4,t,0.43,подросткам 13—19 лет
6441,everquest online adventures,ps2,2003,role-playing,0.21,0.16,0.0,0.05,74.0,8.2,t,0.42,подросткам 13—19 лет
6442,mobile suit gundam: zeonic front,ps2,2001,simulation,0.09,0.07,0.25,0.02,71.0,8.8,t,0.43000000000000005,подросткам 13—19 лет
6443,dawn of mana,ps2,2006,role-playing,0.07,0.05,0.29,0.02,57.0,6.8,t,0.43,подросткам 13—19 лет
6444,castlevania: dawn of sorrow,ds,2005,platform,0.34,0.03,0.03,0.03,89.0,8.5,t,0.43000000000000005,подросткам 13—19 лет
6445,tales of the world: radiant mythology,psp,2006,role-playing,0.17,0.01,0.23,0.02,66.0,7.8,t,0.43000000000000005,подросткам 13—19 лет
6446,deer drive,ds,2010,sports,0.4,0.0,0.0,0.02,-1.0,-1.0,t,0.42000000000000004,подросткам 13—19 лет
6447,midway arcade treasures,xb,2003,misc,0.33,0.08,0.0,0.01,74.0,-1.0,t,0.42000000000000004,подросткам 13—19 лет
6448,remington great american bird hunt,wii,2009,sports,0.4,0.0,0.0,0.03,-1.0,-1.0,t,0.43000000000000005,подросткам 13—19 лет
6449,sega classics collection,ps2,2005,misc,0.21,0.16,0.0,0.05,46.0,6.7,t,0.42,подросткам 13—19 лет
6450,atelier totori: the adventurer of arland,ps3,2010,role-playing,0.12,0.06,0.21,0.03,74.0,6.7,t,0.42000000000000004,подросткам 13—19 лет
6451,juiced: eliminator,psp,2006,racing,0.11,0.2,0.0,0.12,65.0,8.2,t,0.43,подросткам 13—19 лет
6452,medal of honor: rising sun,gc,2003,shooter,0.33,0.09,0.0,0.01,68.0,6.4,t,0.43000000000000005,подросткам 13—19 лет
6453,the sims,xb,2003,simulation,0.31,0.1,0.0,0.01,84.0,6.9,t,0.42000000000000004,подросткам 13—19 лет
6454,dog's life,ps2,2003,adventure,0.21,0.16,0.0,0.05,64.0,3.1,t,0.42,подросткам 13—19 лет
6455,tony hawk's american wasteland,gc,2005,sports,0.33,0.08,0.0,0.01,76.0,7.7,t,0.42000000000000004,подросткам 13—19 лет
6456,batman: arkham origins blackgate,psv,2013,action,0.16,0.17,0.0,0.1,61.0,6.8,t,0.43000000000000005,подросткам 13—19 лет
6457,american chopper,ps2,2004,racing,0.35,0.01,0.0,0.06,47.0,7.5,t,0.42,подросткам 13—19 лет
6458,guitar hero: smash hits,x360,2009,misc,0.23,0.15,0.0,0.04,71.0,5.9,t,0.42,подросткам 13—19 лет
6459,test drive,xb,2002,racing,0.35,0.05,0.0,0.02,71.0,8.7,t,0.42,подросткам 13—19 лет
6460,pirates of the caribbean: at world's end,psp,2007,action,0.15,0.17,0.0,0.1,61.0,7.0,t,0.42000000000000004,подросткам 13—19 лет
6461,james bond 007: everything or nothing,gc,2004,shooter,0.32,0.08,0.0,0.01,84.0,8.2,t,0.41000000000000003,подросткам 13—19 лет
6462,cabela's legendary adventures,ps2,2008,sports,0.21,0.16,0.0,0.05,-1.0,-1.0,t,0.42,подросткам 13—19 лет
6463,valkyrie profile: covenant of the plume,ds,2008,role-playing,0.22,0.02,0.16,0.02,74.0,6.8,t,0.42000000000000004,подросткам 13—19 лет
6464,tron: evolution,ps3,2010,action,0.27,0.09,0.0,0.05,58.0,6.2,t,0.41,подросткам 13—19 лет
6465,pirates of the caribbean: at world's end,ps2,2007,action,0.2,0.16,0.0,0.05,54.0,7.0,t,0.41,подросткам 13—19 лет
6466,blazing angels: squadrons of wwii,x360,2006,simulation,0.36,0.02,0.0,0.03,66.0,7.9,t,0.41000000000000003,подросткам 13—19 лет
6467,star wars starfighter: special edition,xb,2001,simulation,0.3,0.1,0.0,0.02,76.0,-1.0,t,0.42000000000000004,подросткам 13—19 лет
6468,tomb raider: the last revelation,pc,1998,action,0.41,0.0,0.0,0.0,-1.0,8.6,t,0.41,подросткам 13—19 лет
6469,ea sports ufc 2,xone,2016,sports,0.24,0.14,0.0,0.04,76.0,6.0,t,0.42,подросткам 13—19 лет
6470,castlevania: the dracula x chronicles,psp,2007,platform,0.22,0.09,0.04,0.07,80.0,7.8,t,0.42,подросткам 13—19 лет
6471,tom clancy's hawx 2,ps3,2010,action,0.21,0.12,0.03,0.05,70.0,6.8,t,0.41,подросткам 13—19 лет
6472,x-men: the official game,ps2,2006,action,0.2,0.16,0.0,0.05,52.0,7.5,t,0.41,подросткам 13—19 лет
6473,terraria,ps3,2013,action,0.07,0.2,0.09,0.05,81.0,7.9,t,0.41,подросткам 13—19 лет
6474,green day: rock band,ps3,2010,misc,0.19,0.15,0.0,0.06,76.0,6.3,t,0.39999999999999997,подросткам 13—19 лет
6475,the terminator: dawn of fate,ps2,2002,action,0.2,0.16,0.0,0.05,58.0,5.7,t,0.41,подросткам 13—19 лет
6476,medal of honor heroes 2,wii,2007,shooter,0.33,0.04,0.01,0.03,73.0,7.6,t,0.41000000000000003,подросткам 13—19 лет
6477,james patterson women's murder club: games of passion,ds,2009,adventure,0.15,0.22,0.0,0.05,53.0,-1.0,t,0.42,подросткам 13—19 лет
6478,armored core 2: another age,ps2,2001,simulation,0.11,0.08,0.19,0.03,75.0,8.8,t,0.41000000000000003,подросткам 13—19 лет
6479,god eater 2: rage burst,psv,2015,role-playing,0.0,0.03,0.37,0.01,-1.0,8.1,t,0.41000000000000003,подросткам 13—19 лет
6480,marvel: ultimate alliance 2,ps2,2009,role-playing,0.23,0.02,0.0,0.16,-1.0,4.6,t,0.41000000000000003,подросткам 13—19 лет
6481,wwe all stars,ps3,2011,fighting,0.16,0.18,0.0,0.07,75.0,6.4,t,0.41,подросткам 13—19 лет
6482,green day: rock band,x360,2010,misc,0.24,0.13,0.0,0.04,75.0,6.6,t,0.41,подросткам 13—19 лет
6483,battlefield 2: modern combat,x360,2006,shooter,0.35,0.02,0.01,0.03,77.0,7.3,t,0.41000000000000003,подросткам 13—19 лет
6484,knockout kings 2001,ps,2000,fighting,0.23,0.15,0.0,0.03,84.0,8.5,t,0.41000000000000003,подросткам 13—19 лет
6485,from russia with love,ps2,2005,action,0.34,0.01,0.0,0.06,69.0,7.6,t,0.41000000000000003,подросткам 13—19 лет
6486,blazblue: continuum shift,ps3,2010,fighting,0.21,0.07,0.09,0.04,87.0,8.0,t,0.41,подросткам 13—19 лет
6487,minority report: everybody runs,ps2,2002,action,0.2,0.15,0.0,0.05,50.0,5.0,t,0.39999999999999997,подросткам 13—19 лет
6488,spider-man: web of shadows,x360,2008,action,0.36,0.02,0.0,0.03,68.0,8.6,t,0.41000000000000003,подросткам 13—19 лет
6489,naughty bear,x360,2010,action,0.21,0.15,0.0,0.04,43.0,5.6,t,0.39999999999999997,подросткам 13—19 лет
6490,star wars the clone wars: republic heroes,psp,2009,action,0.21,0.12,0.0,0.07,-1.0,-1.0,t,0.39999999999999997,подросткам 13—19 лет
6491,tales of zestiria,ps4,2015,role-playing,0.17,0.15,0.02,0.06,72.0,6.8,t,0.4,подросткам 13—19 лет
6492,defender,ps2,2002,misc,0.2,0.15,0.0,0.05,73.0,7.8,t,0.39999999999999997,подросткам 13—19 лет
6493,gauntlet: seven sorrows,ps2,2005,role-playing,0.2,0.15,0.0,0.05,59.0,5.7,t,0.39999999999999997,подросткам 13—19 лет
6494,cabela's big game hunter 2010,ps3,2009,sports,0.37,0.0,0.0,0.03,-1.0,5.0,t,0.4,подросткам 13—19 лет
6495,overlord,x360,2007,strategy,0.34,0.03,0.01,0.03,76.0,8.3,t,0.41000000000000003,подросткам 13—19 лет
6496,the chronicles of narnia: prince caspian,ps2,2008,action,0.2,0.15,0.0,0.05,67.0,7.0,t,0.39999999999999997,подросткам 13—19 лет
6497,battalion wars,gc,2005,strategy,0.25,0.07,0.07,0.01,76.0,8.8,t,0.4,подросткам 13—19 лет
6498,the wonderful 101,wiiu,2013,action,0.19,0.1,0.08,0.03,78.0,8.5,t,0.4,подросткам 13—19 лет
6499,asura's wrath,ps3,2012,action,0.18,0.12,0.06,0.05,71.0,7.4,t,0.41,подросткам 13—19 лет
6500,ragnarok odyssey,psv,2012,role-playing,0.2,0.01,0.16,0.03,66.0,7.8,t,0.4,подросткам 13—19 лет
6501,the gunstringer,x360,2011,shooter,0.26,0.1,0.0,0.04,77.0,8.1,t,0.39999999999999997,подросткам 13—19 лет
6502,marvel: ultimate alliance,wii,2006,role-playing,0.36,0.0,0.0,0.03,73.0,7.3,t,0.39,подросткам 13—19 лет
6503,the urbz: sims in the city,gc,2004,simulation,0.24,0.14,0.0,0.02,73.0,8.4,t,0.4,подросткам 13—19 лет
6504,wwe smackdown! vs. raw 2006,psp,2005,fighting,0.36,0.0,0.0,0.03,81.0,8.5,t,0.39,подросткам 13—19 лет
6505,i-ninja,ps2,2003,platform,0.19,0.15,0.0,0.05,73.0,8.3,t,0.38999999999999996,подросткам 13—19 лет
6506,call of duty: finest hour,gc,2004,shooter,0.31,0.08,0.0,0.01,74.0,8.9,t,0.4,подросткам 13—19 лет
6507,castlevania: portrait of ruin,ds,2006,platform,0.31,0.02,0.04,0.03,85.0,8.3,t,0.4,подросткам 13—19 лет
6508,tomb raider: anniversary,x360,2007,action,0.12,0.22,0.0,0.05,77.0,8.3,t,0.38999999999999996,подросткам 13—19 лет
6509,fantastic four: rise of the silver surfer,ps2,2007,action,0.19,0.15,0.0,0.05,36.0,6.4,t,0.38999999999999996,подросткам 13—19 лет
6510,ultimate spider-man,xb,2005,action,0.26,0.11,0.0,0.02,77.0,7.4,t,0.39,подросткам 13—19 лет
6511,juiced 2: hot import nights,ps2,2007,racing,0.19,0.15,0.01,0.05,66.0,6.7,t,0.39999999999999997,подросткам 13—19 лет
6512,legends of wrestlemania,x360,2009,fighting,0.2,0.15,0.0,0.04,71.0,6.3,t,0.38999999999999996,подросткам 13—19 лет
6513,armored core v,ps3,2012,simulation,0.09,0.04,0.24,0.02,65.0,7.3,t,0.39,подросткам 13—19 лет
6514,harry potter and the deathly hallows - part 1,ps3,2010,action,0.13,0.2,0.0,0.07,38.0,2.8,t,0.4,подросткам 13—19 лет
6515,project x zone,3ds,2012,role-playing,0.18,0.04,0.15,0.02,70.0,7.3,t,0.39,подросткам 13—19 лет
6516,donkey konga 2,gc,2004,misc,0.3,0.08,0.0,0.01,69.0,6.0,t,0.39,подросткам 13—19 лет
6517,transformers: fall of cybertron,ps3,2012,action,0.19,0.14,0.0,0.06,77.0,8.2,t,0.39,подросткам 13—19 лет
6518,final fantasy crystal chronicles: the crystal bearers,wii,2009,action,0.21,0.07,0.08,0.03,66.0,7.6,t,0.39,подросткам 13—19 лет
6519,iron man 2,ps3,2010,action,0.14,0.18,0.0,0.07,41.0,5.2,t,0.39,подросткам 13—19 лет
6520,star wars the clone wars: republic heroes,x360,2009,action,0.18,0.17,0.0,0.04,43.0,6.3,t,0.38999999999999996,подросткам 13—19 лет
6521,cabela's dangerous hunts 2,ps2,2005,sports,0.19,0.15,0.0,0.05,-1.0,5.6,t,0.38999999999999996,подросткам 13—19 лет
6522,tom clancy's ghost recon 2: summit strike,xb,2005,shooter,0.29,0.08,0.0,0.01,84.0,7.2,t,0.38,подросткам 13—19 лет
6523,robert ludlum's the bourne conspiracy,ps3,2077,action,0.18,0.14,0.0,0.06,70.0,7.6,t,0.38,подросткам 13—19 лет
6524,samurai warriors chronicles,3ds,2011,action,0.12,0.05,0.2,0.01,61.0,7.7,t,0.38,подросткам 13—19 лет
6525,one piece: unlimited world red,3ds,2013,action,0.05,0.04,0.28,0.01,75.0,7.6,t,0.38,подросткам 13—19 лет
6526,dungeon siege iii,ps3,2011,role-playing,0.17,0.13,0.03,0.05,71.0,6.3,t,0.38000000000000006,подросткам 13—19 лет
6527,marvel: ultimate alliance,ps3,2006,role-playing,0.33,0.02,0.0,0.03,78.0,7.6,t,0.38,подросткам 13—19 лет
6528,shin megami tensei: devil survivor overclocked,3ds,2011,role-playing,0.28,0.01,0.06,0.03,78.0,8.2,t,0.38,подросткам 13—19 лет
6529,naruto: clash of ninja revolution 2,wii,2008,fighting,0.34,0.02,0.0,0.03,72.0,8.4,t,0.39,подросткам 13—19 лет
6530,rock band 4,ps4,2015,misc,0.26,0.05,0.0,0.07,78.0,6.3,t,0.38,подросткам 13—19 лет
6531,marvel nemesis: rise of the imperfects,gc,2005,fighting,0.3,0.08,0.0,0.01,54.0,5.7,t,0.39,подросткам 13—19 лет
6532,flatout,ps2,2004,racing,0.19,0.15,0.0,0.05,70.0,8.5,t,0.38999999999999996,подросткам 13—19 лет
6533,risk: global domination,ps2,2003,strategy,0.19,0.15,0.0,0.05,60.0,8.8,t,0.38999999999999996,подросткам 13—19 лет
6534,grandia xtreme,ps2,2002,role-playing,0.07,0.05,0.25,0.02,68.0,6.5,t,0.39,подросткам 13—19 лет
6535,the incredible hulk,ps2,2008,action,0.32,0.01,0.0,0.05,50.0,6.0,t,0.38,подросткам 13—19 лет
6536,mercenaries 2: world in flames,ps2,2008,shooter,0.21,0.0,0.0,0.17,49.0,7.4,t,0.38,подросткам 13—19 лет
6537,ghost trick: phantom detective,ds,2010,adventure,0.17,0.07,0.12,0.02,83.0,9.0,t,0.38,подросткам 13—19 лет
6538,dawn of discovery,pc,2009,simulation,0.0,0.32,0.0,0.06,82.0,8.8,t,0.38,подросткам 13—19 лет
6539,iron man 2,psp,2010,action,0.18,0.12,0.0,0.07,49.0,-1.0,t,0.37,подросткам 13—19 лет
6540,naruto shippuden: ultimate ninja heroes 3,psp,2009,fighting,0.13,0.04,0.19,0.03,61.0,6.6,t,0.39,подросткам 13—19 лет
6541,cabela's dangerous hunts 2009,wii,2008,sports,0.35,0.0,0.0,0.03,-1.0,4.5,t,0.38,подросткам 13—19 лет
6542,age of empires iii,pc,2005,strategy,0.0,0.33,0.0,0.05,81.0,7.7,t,0.38,подросткам 13—19 лет
6543,wwe smackdown vs. raw 2011,ps2,2010,fighting,0.24,0.07,0.0,0.07,-1.0,7.8,t,0.38,подросткам 13—19 лет
6544,super dragon ball z,ps2,2006,fighting,0.09,0.07,0.19,0.02,72.0,5.8,t,0.37,подросткам 13—19 лет
6545,ultimate spider-man,gc,2005,action,0.29,0.07,0.0,0.01,76.0,7.2,t,0.37,подросткам 13—19 лет
6546,cabela's deer hunt 2005 season,ps2,2004,sports,0.18,0.14,0.0,0.05,-1.0,8.7,t,0.37,подросткам 13—19 лет
6547,ea sports mma,ps3,2010,fighting,0.16,0.14,0.01,0.06,77.0,6.9,t,0.37000000000000005,подросткам 13—19 лет
6548,skate,ps3,2007,sports,0.29,0.04,0.0,0.03,85.0,8.2,t,0.36,подросткам 13—19 лет
6549,cabela's big game hunter 2012,wii,2011,sports,0.33,0.02,0.0,0.02,-1.0,-1.0,t,0.37000000000000005,подросткам 13—19 лет
6550,custom robo,gc,2004,role-playing,0.29,0.07,0.0,0.01,65.0,8.1,t,0.37,подросткам 13—19 лет
6551,prince of persia: the forgotten sands,psp,2010,action,0.09,0.18,0.01,0.1,65.0,7.4,t,0.38,подросткам 13—19 лет
6552,theatrhythm final fantasy: curtain call,3ds,2014,misc,0.13,0.08,0.15,0.02,83.0,8.2,t,0.38,подросткам 13—19 лет
6553,tomb raider: legend,x360,2006,action,0.27,0.07,0.01,0.03,80.0,7.3,t,0.38,подросткам 13—19 лет
6554,destiny: the taken king,ps3,2015,shooter,0.17,0.11,0.02,0.06,-1.0,5.5,t,0.36000000000000004,подросткам 13—19 лет
6555,juiced 2: hot import nights,psp,2007,racing,0.06,0.2,0.0,0.11,73.0,7.8,t,0.37,подросткам 13—19 лет
6556,dungeon siege iii,x360,2011,role-playing,0.21,0.12,0.01,0.03,72.0,5.9,t,0.37,подросткам 13—19 лет
6557,overlord: dark legend,wii,2009,action,0.11,0.22,0.0,0.04,68.0,7.9,t,0.37,подросткам 13—19 лет
6558,xenosaga episode iii: also sprach zarathustra,ps2,2006,role-playing,0.09,0.07,0.18,0.02,81.0,9.0,t,0.36,подросткам 13—19 лет
6559,medieval ii: total war gold edition,pc,2008,strategy,0.0,0.34,0.0,0.03,-1.0,8.0,t,0.37,подросткам 13—19 лет
6560,naruto shippuden: ninja destiny 2,ds,2008,fighting,0.19,0.02,0.13,0.02,55.0,5.7,t,0.36,подросткам 13—19 лет
6561,marvel: ultimate alliance,psp,2006,role-playing,0.33,0.0,0.0,0.03,81.0,7.5,t,0.36,подросткам 13—19 лет
6562,the sims 2: castaway,ps2,2007,simulation,0.3,0.01,0.0,0.05,71.0,8.0,t,0.36,подросткам 13—19 лет
6563,fragile dreams: farewell ruins of the moon,wii,2009,role-playing,0.16,0.12,0.06,0.03,67.0,8.3,t,0.37,подросткам 13—19 лет
6564,goldeneye: rogue agent,gc,2004,shooter,0.28,0.07,0.0,0.01,60.0,6.7,t,0.36000000000000004,подросткам 13—19 лет
6565,need for speed: the run,pc,2011,action,0.09,0.21,0.0,0.07,69.0,5.8,t,0.37,подросткам 13—19 лет
6566,dragon ball z: infinite world,ps2,2008,fighting,0.08,0.06,0.21,0.02,48.0,7.9,t,0.37,подросткам 13—19 лет
6567,castlevania: order of ecclesia,ds,2008,platform,0.27,0.02,0.04,0.03,85.0,8.7,t,0.36,подросткам 13—19 лет
6568,green day: rock band,wii,2010,misc,0.22,0.11,0.0,0.03,76.0,8.8,t,0.36,подросткам 13—19 лет
6569,tom clancy's hawx 2,x360,2010,action,0.24,0.09,0.01,0.03,68.0,6.3,t,0.37,подросткам 13—19 лет
6570,sword art online: lost song,psv,2015,role-playing,0.06,0.04,0.23,0.03,70.0,7.1,t,0.36,подросткам 13—19 лет
6571,okage: shadow king,ps2,2001,role-playing,0.14,0.11,0.08,0.04,70.0,8.5,t,0.37,подросткам 13—19 лет
6572,blazblue: calamity trigger,x360,2009,fighting,0.21,0.08,0.04,0.03,86.0,8.5,t,0.36,подросткам 13—19 лет
6573,the chronicles of narnia: prince caspian,wii,2008,action,0.31,0.02,0.0,0.03,63.0,7.1,t,0.36,подросткам 13—19 лет
6574,world's scariest police chases,ps,2001,racing,0.2,0.14,0.0,0.02,54.0,6.3,t,0.36000000000000004,подросткам 13—19 лет
6575,north american hunting extravaganza,wii,2008,sports,0.33,0.0,0.0,0.03,-1.0,-1.0,t,0.36,подросткам 13—19 лет
6576,mechassault 2: lone wolf,xb,2004,simulation,0.27,0.08,0.0,0.01,81.0,7.5,t,0.36000000000000004,подросткам 13—19 лет
6577,valkyrie profile: lenneth,psp,2006,role-playing,0.17,0.01,0.16,0.02,80.0,8.4,t,0.36000000000000004,подросткам 13—19 лет
6578,spider-man: shattered dimensions,x360,2010,action,0.24,0.08,0.0,0.03,76.0,7.6,t,0.35,подросткам 13—19 лет
6579,arc the lad: twilight of the spirits,ps2,2003,role-playing,0.18,0.14,0.0,0.05,72.0,8.2,t,0.37,подросткам 13—19 лет
6580,arctic thunder,ps2,2001,racing,0.17,0.14,0.0,0.05,45.0,5.3,t,0.36000000000000004,подросткам 13—19 лет
6581,shrek,xb,2001,platform,0.25,0.1,0.0,0.01,49.0,5.4,t,0.36,подросткам 13—19 лет
6582,dragon's crown,psv,2013,role-playing,0.14,0.05,0.12,0.05,78.0,8.4,t,0.36,подросткам 13—19 лет
6583,cabela's outdoor adventures (2006),ps2,2005,sports,0.17,0.14,0.0,0.05,-1.0,8.9,t,0.36000000000000004,подросткам 13—19 лет
6584,trauma center: under the knife,ds,2005,simulation,0.3,0.01,0.02,0.03,81.0,8.7,t,0.36,подросткам 13—19 лет
6585,suikoden v,ps2,2006,role-playing,0.08,0.06,0.19,0.02,76.0,7.6,t,0.35000000000000003,подросткам 13—19 лет
6586,batman: rise of sin tzu,ps2,2003,action,0.17,0.13,0.0,0.05,63.0,8.3,t,0.35000000000000003,подросткам 13—19 лет
6587,cabela's dangerous hunts,xb,2003,sports,0.26,0.08,0.0,0.01,-1.0,9.1,t,0.35000000000000003,подросткам 13—19 лет
6588,dark void,ps3,2010,action,0.18,0.12,0.0,0.05,59.0,6.0,t,0.35,подросткам 13—19 лет
6589,guitar hero: smash hits,ps3,2009,misc,0.2,0.11,0.0,0.05,73.0,7.2,t,0.36,подросткам 13—19 лет
6590,bloody roar 3,ps2,2001,fighting,0.15,0.11,0.05,0.04,71.0,8.6,t,0.35,подросткам 13—19 лет
6591,wwe crush hour,ps2,2003,racing,0.17,0.13,0.0,0.04,56.0,5.3,t,0.34,подросткам 13—19 лет
6592,persona 2: eternal punishment,ps,2000,role-playing,0.03,0.02,0.28,0.02,83.0,8.4,t,0.35000000000000003,подросткам 13—19 лет
6593,one piece: burning blood,ps4,2016,fighting,0.11,0.13,0.07,0.05,66.0,7.8,t,0.36,подросткам 13—19 лет
6594,toukiden: the age of demons,psv,2013,action,0.04,0.04,0.25,0.02,71.0,8.0,t,0.35000000000000003,подросткам 13—19 лет
6595,ea sports mma,x360,2010,fighting,0.23,0.09,0.0,0.02,79.0,7.0,t,0.34,подросткам 13—19 лет
6596,terminator salvation,x360,2009,shooter,0.13,0.18,0.0,0.04,48.0,5.0,t,0.35,подросткам 13—19 лет
6597,destiny: the taken king,x360,2015,shooter,0.24,0.08,0.0,0.03,-1.0,4.4,t,0.35,подросткам 13—19 лет
6598,guitar hero: metallica,ps2,2009,misc,0.17,0.13,0.0,0.04,-1.0,7.6,t,0.34,подросткам 13—19 лет
6599,guilty gear x2,ps2,2002,fighting,0.09,0.07,0.16,0.02,87.0,8.7,t,0.34,подросткам 13—19 лет
6600,aggressive inline,ps2,2002,sports,0.17,0.13,0.0,0.04,85.0,8.7,t,0.34,подросткам 13—19 лет
6601,mirror's edge catalyst,ps4,2016,platform,0.11,0.16,0.02,0.05,69.0,4.7,t,0.34,подросткам 13—19 лет
6602,metal arms: glitch in the system,ps2,2003,shooter,0.17,0.13,0.0,0.04,81.0,8.9,t,0.34,подросткам 13—19 лет
6603,tropico 4,x360,2077,strategy,0.2,0.12,0.0,0.03,77.0,7.5,t,0.35,подросткам 13—19 лет
6604,evergrace,ps2,2000,role-playing,0.1,0.08,0.15,0.03,59.0,7.8,t,0.36,подросткам 13—19 лет
6605,enemy territory: quake wars,ps3,2008,shooter,0.23,0.07,0.0,0.04,60.0,6.4,t,0.34,подросткам 13—19 лет
6606,lunar 2: eternal blue complete,ps,1999,role-playing,0.19,0.13,0.0,0.02,86.0,8.9,t,0.34,подросткам 13—19 лет
6607,dynasty warriors 5 empires,ps2,2006,action,0.11,0.09,0.12,0.03,62.0,9.1,t,0.35,подросткам 13—19 лет
6608,transformers: dark of the moon,ps3,2011,action,0.11,0.18,0.0,0.06,57.0,5.6,t,0.35,подросткам 13—19 лет
6609,soulcalibur,dc,1999,fighting,0.0,0.0,0.34,0.0,98.0,8.8,t,0.34,подросткам 13—19 лет
6610,wwe '12,wii,2011,fighting,0.23,0.08,0.0,0.03,74.0,5.2,t,0.33999999999999997,подросткам 13—19 лет
6611,wwe all stars,x360,2011,fighting,0.18,0.14,0.0,0.03,75.0,7.2,t,0.35,подросткам 13—19 лет
6612,tekken tag tournament 2,x360,2012,fighting,0.19,0.11,0.01,0.03,83.0,7.5,t,0.33999999999999997,подросткам 13—19 лет
6613,driver 2 advance,gba,2002,action,0.25,0.09,0.0,0.01,73.0,6.6,t,0.35,подросткам 13—19 лет
6614,battalion wars 2,wii,2007,strategy,0.22,0.02,0.08,0.02,75.0,7.6,t,0.34,подросткам 13—19 лет
6615,motorstorm: arctic edge,ps2,2009,racing,0.07,0.03,0.0,0.25,72.0,8.3,t,0.35,подросткам 13—19 лет
6616,thunderstrike: operation phoenix,ps2,2001,simulation,0.17,0.13,0.0,0.04,65.0,8.1,t,0.34,подросткам 13—19 лет
6617,trauma center: second opinion,wii,2006,simulation,0.28,0.01,0.03,0.03,80.0,8.0,t,0.3500000000000001,подросткам 13—19 лет
6618,wwe day of reckoning 2,gc,2005,fighting,0.26,0.07,0.0,0.01,76.0,6.0,t,0.34,подросткам 13—19 лет
6619,the urbz: sims in the city,xb,2004,simulation,0.22,0.11,0.0,0.01,70.0,6.5,t,0.34,подросткам 13—19 лет
6620,naruto shippuden: ultimate ninja impact,psp,2011,fighting,0.09,0.07,0.15,0.04,59.0,7.2,t,0.35,подросткам 13—19 лет
6621,tom clancy's ghost recon: shadow wars,3ds,2011,strategy,0.22,0.09,0.0,0.03,77.0,7.9,t,0.33999999999999997,подросткам 13—19 лет
6622,spy hunter,xb,2002,racing,0.25,0.07,0.0,0.01,71.0,-1.0,t,0.33,подросткам 13—19 лет
6623,the sims 3: town life stuff,pc,2011,simulation,0.11,0.17,0.0,0.05,-1.0,6.3,t,0.33,подросткам 13—19 лет
6624,kameo: elements of power,x360,2005,action,0.28,0.03,0.0,0.03,79.0,8.1,t,0.3400000000000001,подросткам 13—19 лет
6625,dynasty warriors 6 empires,ps3,2009,action,0.14,0.03,0.15,0.02,62.0,7.0,t,0.34,подросткам 13—19 лет
6626,the shoot,ps3,2010,shooter,0.13,0.15,0.01,0.05,60.0,6.2,t,0.34,подросткам 13—19 лет
6627,dynasty warriors: gundam 2,ps2,2008,action,0.04,0.03,0.25,0.01,52.0,6.5,t,0.33,подросткам 13—19 лет
6628,star ocean: second evolution,psp,2008,role-playing,0.14,0.01,0.16,0.02,75.0,7.1,t,0.33000000000000007,подросткам 13—19 лет
6629,delta force: black hawk down,xb,2005,shooter,0.25,0.07,0.0,0.01,61.0,6.6,t,0.33,подросткам 13—19 лет
6630,pirates of the caribbean: at world's end,x360,2007,action,0.29,0.02,0.0,0.03,58.0,5.3,t,0.33999999999999997,подросткам 13—19 лет
6631,world championship poker 2: featuring howard lederer,ps2,2005,misc,0.16,0.13,0.0,0.04,67.0,-1.0,t,0.33,подросткам 13—19 лет
6632,the eye of judgment,ps3,2007,misc,0.28,0.0,0.02,0.03,75.0,8.2,t,0.33000000000000007,подросткам 13—19 лет
6633,tom clancy's ghost recon advanced warfighter,xb,2006,shooter,0.21,0.11,0.0,0.01,66.0,6.0,t,0.33,подросткам 13—19 лет
6634,jeanne d'arc,psp,2006,role-playing,0.21,0.0,0.1,0.02,87.0,8.2,t,0.33,подросткам 13—19 лет
6635,harry potter and the deathly hallows - part 2,x360,2011,action,0.19,0.11,0.0,0.03,44.0,5.4,t,0.32999999999999996,подросткам 13—19 лет
6636,wwe wrestlemania xix,gc,2003,fighting,0.26,0.07,0.0,0.01,76.0,8.7,t,0.34,подросткам 13—19 лет
6637,the sims 2,gc,2005,simulation,0.26,0.07,0.0,0.01,73.0,8.3,t,0.34,подросткам 13—19 лет
6638,hulk,xb,2003,action,0.25,0.07,0.0,0.01,69.0,7.7,t,0.33,подросткам 13—19 лет
6639,untold legends: the warriors code,psp,2006,role-playing,0.14,0.12,0.0,0.08,65.0,8.3,t,0.34,подросткам 13—19 лет
6640,the king of fighters xiii,x360,2011,fighting,0.23,0.06,0.01,0.03,79.0,8.2,t,0.33000000000000007,подросткам 13—19 лет
6641,fracture,x360,2008,shooter,0.15,0.14,0.0,0.04,63.0,6.2,t,0.33,подросткам 13—19 лет
6642,legends of wrestling ii,ps2,2002,fighting,0.16,0.13,0.0,0.04,59.0,6.7,t,0.33,подросткам 13—19 лет
6643,street fighter alpha 3 max,psp,2006,fighting,0.27,0.01,0.02,0.03,80.0,8.0,t,0.33000000000000007,подросткам 13—19 лет
6644,fight night round 3,xb,2006,fighting,0.26,0.06,0.0,0.01,83.0,9.0,t,0.33,подросткам 13—19 лет
6645,naruto: rise of a ninja,x360,2007,action,0.29,0.01,0.0,0.03,78.0,8.6,t,0.32999999999999996,подросткам 13—19 лет
